text,current_prediction,suggested_correction,reason
"ต้มข่า (C,F,V) Large Portion Coconut milk soup with meat, lemongrass, galangal herbs, mushrooms, kaffir lime leaves and lime juice","Fish - indexes: [1,2] - text: ้
Crustaceans - indexes: [4,5] - text: ่
Fish - indexes: [8,9] - text: C
Eggs - indexes: [9,10] - text: ,
Soybeans - indexes: [10,11] - text: F
Eggs - indexes: [11,12] - text: ,","[{'span': '(C,F,V)', 'allergen': 'Celery and Celeriac', 'certainty': 'High', 'explanation': 'Shorthand code C indicates Celery and Celeriac'}, {'span': '(C,F,V)', 'allergen': 'Fish', 'certainty': 'High', 'explanation': 'Shorthand code F indicates Fish'}]","Mismatch between predicted allergens {'12] - text:', '', '9] - text: C\nEggs - indexes: [9', 'Fish - indexes: [1', '2] - text: ้\nCrustaceans - indexes: [4', '10] - text:', 'Soybeans - indexes: [10', '11] - text: F\nEggs - indexes: [11', '5] - text: ่\nFish - indexes: [8'} and extracted allergens {'Fish', 'Celery and Celeriac'}"
"Mince lamb, with special herbs and spices. €","Eggs - indexes: [43,44] - text: €",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Prawn and avo in brioche Tuna and cucumber on granary Smoked salmon and cream cheese bagel Fish finger, dressing, lettuce on white bloomer (15 Pieces)
Platter
Cereals containing gluten; Crustaceans, for example prawns, crabs, lobster and crayfish; Eggs; Fish; Milk; Mustard; Sesame; Sulphur dioxide, which is a preservative found in some dried fruit; Molluscs, for example clams, mussels, whelks, oysters, snails and squid
salmon, tuna, prawns, lettuce, tomato, butter, cream cheese, mayonnaise, sweetcorn","Dairy - indexes: [72,77] - text: cream
Dairy - indexes: [78,84] - text: cheese
Fish - indexes: [91,95] - text: Fish
Gluten - indexes: [159,184] - text: Cereals containing gluten
Crustaceans - indexes: [186,197] - text: Crustaceans
Crustaceans - indexes: [211,217] - text: prawns
Crustaceans - indexes: [219,224] - text: crabs
Crustaceans - indexes: [238,246] - text: crayfish
Eggs - indexes: [248,252] - text: Eggs
Fish - indexes: [254,258] - text: Fish
Dairy - indexes: [260,264] - text: Milk
Mustard - indexes: [266,273] - text: Mustard
Sesame - indexes: [275,281] - text: Sesame
Sulphites - indexes: [283,298] - text: Sulphur dioxide
Molluscs - indexes: [351,359] - text: Molluscs
Molluscs - indexes: [373,378] - text: clams
Molluscs - indexes: [380,387] - text: mussels
Molluscs - indexes: [389,395] - text: whelks
Molluscs - indexes: [397,404] - text: oysters
Molluscs - indexes: [406,412] - text: snails
Molluscs - indexes: [417,422] - text: squid
Crustaceans - indexes: [437,443] - text: prawns
Dairy - indexes: [470,475] - text: cream
Dairy - indexes: [476,482] - text: cheese",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Contains celery, wheat, mustards","Celery and Celeriac - indexes: [9,15] - text: celery
Wheat - indexes: [17,22] - text: wheat
Mustard - indexes: [24,32] - text: mustards",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
For those with a sensitive spicy. A British classic notorious for its creamy coconut sauce. Contains Nuts and Dairies.,"Nuts - indexes: [101,105] - text: Nuts
Dairy - indexes: [110,117] - text: Dairies",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
contains egg glutten,"Eggs - indexes: [9,12] - text: egg
Gluten - indexes: [13,20] - text: glutten",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Products in an environment where MILk, WHEAT FLOUR, EGG, SOYA, SESAME SEEDS, PEANUTS & MUSTARD has handled.","Dairy - indexes: [33,37] - text: MILk
Wheat - indexes: [39,50] - text: WHEAT FLOUR
Eggs - indexes: [52,55] - text: EGG
Soybeans - indexes: [57,61] - text: SOYA
Sesame - indexes: [63,75] - text: SESAME SEEDS
Peanuts - indexes: [77,84] - text: PEANUTS
Mustard - indexes: [87,94] - text: MUSTARD",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
Jollof cooked with bulgur wheat rice.,"Gluten - indexes: [19,25] - text: bulgur
Wheat - indexes: [26,31] - text: wheat",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Canoli filled with pistachio cream. Contains: milK, nuts, peanuts.","Dairy - indexes: [46,50] - text: milK
Nuts - indexes: [52,56] - text: nuts
Peanuts - indexes: [58,65] - text: peanuts","[{'span': 'Contains: milK, nuts, peanuts.', 'allergen': 'milK', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Contains: milK, nuts, peanuts.', 'allergen': 'nuts', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Contains: milK, nuts, peanuts.', 'allergen': 'peanuts', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}]","Mismatch between predicted allergens {'56] - text: nuts\nPeanuts - indexes: [58', '50] - text: milK\nNuts - indexes: [52', 'Dairy - indexes: [46', '65] - text: peanuts'} and extracted allergens {'nuts', 'peanuts', 'milK'}"
"Contains Prawns, Squids & Tofu","Crustaceans - indexes: [9,15] - text: Prawns
Molluscs - indexes: [17,23] - text: Squids",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Rice noodles with Home-made Pad-Thai Tamarind sauce with egg, carrots, beansprouts, spring onions, red onions, preserved sweet radish, and crushed peanuts. (contain: fish sauce)","Peanuts - indexes: [147,154] - text: peanuts
Fish - indexes: [166,176] - text: fish sauce",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Eggs
Metabisulfite
Milk
Wheat
Mustard
Sesame Seeds","Eggs - indexes: [0,4] - text: Eggs
Sulphites - indexes: [5,18] - text: Metabisulfite
Dairy - indexes: [19,23] - text: Milk
Wheat - indexes: [24,29] - text: Wheat
Mustard - indexes: [30,37] - text: Mustard
Sesame - indexes: [38,50] - text: Sesame Seeds",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"🌶️🌶️ with Thai sweet roasted chilli paste, basil leaves, mixed vegetables, chillies and your choice of protein. (F*)(S)","Gluten - indexes: [49,55] - text: leaves
Gluten - indexes: [63,73] - text: vegetables
Fish - indexes: [110,111] - text: .
Molluscs - indexes: [113,114] - text: F
Molluscs - indexes: [115,116] - text: )
Soybeans - indexes: [117,118] - text: S","[{'span': '(S)', 'allergen': 'Soybeans', 'certainty': 'High', 'explanation': 'Shorthand code S indicates Soybeans'}]","Mismatch between predicted allergens {'116] - text: )\nSoybeans - indexes: [117', '55] - text: leaves\nGluten - indexes: [63', '114] - text: F\nMolluscs - indexes: [115', '118] - text: S', 'Gluten - indexes: [49', '111] - text: .\nMolluscs - indexes: [113', '73] - text: vegetables\nFish - indexes: [110'} and extracted allergens {'Soybeans'}"
"A true Americana taste with these smokey bad boys. NOTICE: These are served with crispy onions which ARE NOT gluten free. To make this flavour gluten free, please select to remove them.","Gluten - indexes: [105,120] - text: NOT gluten free",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"G - Contains GlutenFried Pastry with a savoury filling of spiced potatoes, onions, peas, served with tamarind chutney","Gluten - indexes: [0,1] - text: G
Gluten - indexes: [13,24] - text: GlutenFried",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"ALLERGENS
Contains
GlutenGluten: WheatGluten: RyeGluten: BarleyGluten: OatsEggsFishMilkSulphur dioxide","Gluten - indexes: [19,31] - text: GlutenGluten
Wheat - indexes: [33,44] - text: WheatGluten
Gluten - indexes: [46,55] - text: RyeGluten
Gluten - indexes: [57,69] - text: BarleyGluten
Gluten - indexes: [71,94] - text: OatsEggsFishMilkSulphur
Sulphites - indexes: [95,102] - text: dioxide",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Sushi selection: chicken katsu, tuna nigiri, salmon nigiri, cooked prawn, california roll, salmon avocado. Allergens: fish, wheat, egg, soya, mollusca, sesame. Allergens for soy sauce sachet: soybean, wheat.","Fish - indexes: [118,122] - text: fish
Wheat - indexes: [124,129] - text: wheat
Eggs - indexes: [131,134] - text: egg
Soybeans - indexes: [136,140] - text: soya
Molluscs - indexes: [142,150] - text: mollusca
Sesame - indexes: [152,158] - text: sesame
Soybeans - indexes: [174,177] - text: soy
Soybeans - indexes: [192,199] - text: soybean
Wheat - indexes: [201,206] - text: wheat","[{'span': 'Allergens: fish, wheat, egg, soya, mollusca, sesame.', 'allergen': 'fish', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: fish, wheat, egg, soya, mollusca, sesame.', 'allergen': 'wheat', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: fish, wheat, egg, soya, mollusca, sesame.', 'allergen': 'egg', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: fish, wheat, egg, soya, mollusca, sesame.', 'allergen': 'soya', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: fish, wheat, egg, soya, mollusca, sesame.', 'allergen': 'mollusca', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: fish, wheat, egg, soya, mollusca, sesame.', 'allergen': 'sesame', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}]","Mismatch between predicted allergens {'122] - text: fish\nWheat - indexes: [124', '150] - text: mollusca\nSesame - indexes: [152', '199] - text: soybean\nWheat - indexes: [201', 'Fish - indexes: [118', '134] - text: egg\nSoybeans - indexes: [136', '206] - text: wheat', '158] - text: sesame\nSoybeans - indexes: [174', '177] - text: soy\nSoybeans - indexes: [192', '140] - text: soya\nMolluscs - indexes: [142', '129] - text: wheat\nEggs - indexes: [131'} and extracted allergens {'mollusca', 'wheat', 'fish', 'egg', 'sesame', 'soya'}"
"Rice served with seasonal salad, individually flavored vegetables and tofu in a large bowl. Seasoned with soy sauce & sesame oil. Mix all ingredients thoroughly just before eating and you can add Korean chill sauce depends on your preference. Garnished with sesame oil, seeds and spring onion. Note: this dish contains gluten, sesame seeds & oil and soy.","Soybeans - indexes: [106,115] - text: soy sauce
Sesame - indexes: [118,128] - text: sesame oil
Sesame - indexes: [258,268] - text: sesame oil
Sesame - indexes: [270,275] - text: seeds
Gluten - indexes: [319,325] - text: gluten
Sesame - indexes: [327,339] - text: sesame seeds
Sesame - indexes: [342,345] - text: oil
Soybeans - indexes: [350,353] - text: soy",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Sulphur Dioxide/Sulphite, Soya, Sesame, Wheat Gluten","Sulphites - indexes: [0,24] - text: Sulphur Dioxide/Sulphite
Soybeans - indexes: [26,30] - text: Soya
Sesame - indexes: [32,38] - text: Sesame
Wheat - indexes: [40,45] - text: Wheat
Gluten - indexes: [46,52] - text: Gluten",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
CONTAINS CASHEW,"Nuts - indexes: [9,15] - text: CASHEW",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Grilled marinated beef pieces cooked with sesame oil, garlic and Thai herbs Allergy info Contains Soya, sesame Seeds","Soybeans - indexes: [98,102] - text: Soya
Sesame - indexes: [104,116] - text: sesame Seeds",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Korean Style House Marinated spicy beef,peppers,onions and hot chillies served with Japanese rice,sesame seeds, pickles in a Regular Bowl
(1189 Kcal)
allergic information: sesames seeds,gluten,soybean.","Sesame - indexes: [98,110] - text: sesame seeds
Sesame - indexes: [172,185] - text: sesames seeds
Gluten - indexes: [186,192] - text: gluten
Soybeans - indexes: [193,200] - text: soybean",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
Katsu Chicken Nuggets Dipper 6,"Nuts - indexes: [14,21] - text: Nuggets",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
[Da].For Four Persons (四人餐),"Dairy - indexes: [1,3] - text: Da",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
Soy protein.,"Soybeans - indexes: [0,11] - text: Soy protein",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
ContainsGlutenGluten: WheatSesame seeds,"Gluten - indexes: [0,20] - text: ContainsGlutenGluten
Wheat - indexes: [22,33] - text: WheatSesame
Sesame - indexes: [34,39] - text: seeds",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"PIL PIL PRAWNS (N,MOL,CR,G,GFO)","Nuts - indexes: [16,17] - text: N
Molluscs - indexes: [18,21] - text: MOL
Crustaceans - indexes: [22,24] - text: CR
Gluten - indexes: [25,26] - text: G","[{'span': '(N,MOL,CR,G,GFO)', 'allergen': 'Nuts', 'certainty': 'High', 'explanation': 'Shorthand code N indicates Nuts'}]","Mismatch between predicted allergens {'17] - text: N\nMolluscs - indexes: [18', '24] - text: CR\nGluten - indexes: [25', '26] - text: G', 'Nuts - indexes: [16', '21] - text: MOL\nCrustaceans - indexes: [22'} and extracted allergens {'Nuts'}"
"Rolled inside-out - smoked salmon &amp; cream cheese (Allergen contained: milk, cheese, butter, lactic)","Dairy - indexes: [46,52] - text: cheese
Dairy - indexes: [74,78] - text: milk
Dairy - indexes: [80,86] - text: cheese
Dairy - indexes: [88,94] - text: butter
Dairy - indexes: [96,102] - text: lactic",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"ALLERGENS
Contains
SoyaMilkNutsNuts: AlmondNuts: CashewNuts: Pistachio","Soybeans - indexes: [19,35] - text: SoyaMilkNutsNuts
Nuts - indexes: [37,47] - text: AlmondNuts
Nuts - indexes: [49,59] - text: CashewNuts
Nuts - indexes: [61,70] - text: Pistachio",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"ALLERGENS
Contains
GlutenGluten: WheatGluten: BarleySulphur dioxide","Gluten - indexes: [19,31] - text: GlutenGluten
Wheat - indexes: [33,44] - text: WheatGluten
Gluten - indexes: [46,59] - text: BarleySulphur
Sulphites - indexes: [60,67] - text: dioxide",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Cod marinated in selected herbs, spices and egg. Deep fried and served with green salad","Fish - indexes: [0,3] - text: Cod
Eggs - indexes: [44,47] - text: egg",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Allergens
MolluscsCereals containing glutenMilk","Molluscs - indexes: [10,25] - text: MolluscsCereals
Gluten - indexes: [26,47] - text: containing glutenMilk",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Dairy, Nuts, Sulfur dioxide","Dairy - indexes: [0,5] - text: Dairy
Nuts - indexes: [7,11] - text: Nuts
Sulphites - indexes: [13,27] - text: Sulfur dioxide",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
[SO19] Prawn Crackers,"Soybeans - indexes: [1,5] - text: SO19",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Land meets sea in this harmonious blend of chicken, pork, shellfish, and vegetables, all simmered in a flavourful stock.
Served with a lemon wedge.
We recommend to eat it along with our delicious and freshly made saffron Ai-Oli.
Contains Crustaceous, Fish, Molluscs, Soya, Sulphites.","Crustaceans - indexes: [238,249] - text: Crustaceous
Fish - indexes: [251,255] - text: Fish
Molluscs - indexes: [257,265] - text: Molluscs
Soybeans - indexes: [267,271] - text: Soya
Sulphites - indexes: [273,282] - text: Sulphites",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"*Contains soya, gluten, oyester sauce - A family and party favourite snack. Corn flour coated chicken deep fried and cooked with peppers, onions, garlic and green chillies.","Soybeans - indexes: [10,14] - text: soya
Gluten - indexes: [16,22] - text: gluten
Gluten - indexes: [24,31] - text: oyester",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
SO4. Chicken & Sweetcorn Soup,"Sulphites - indexes: [0,3] - text: SO4",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"2x Pressed Grass Fed Beef Patties, Double Cheddar, Kimchi Ketchup, Gochujang Mayo, House Kimchi*, Baby Gem, Brioche Bun
*Please note our Kimchi is not currently Gluten Free","Gluten - indexes: [147,160] - text: not currently
Gluten - indexes: [161,172] - text: Gluten Free",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Contains
Gluten
Sulphites
Wheat
Milk
Cashew
Nuts","Gluten - indexes: [9,15] - text: Gluten
Sulphites - indexes: [16,25] - text: Sulphites
Wheat - indexes: [26,31] - text: Wheat
Dairy - indexes: [32,36] - text: Milk
Nuts - indexes: [37,48] - text: Cashew
Nuts",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
